,index,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,split
832,842,1070,528180110,120,RL,58.0,10110,Pave,NA,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,492.0,4,2,PConc,5,4,2,7,372.0,2,0.0,1486.0,1858.0,GasA,4,Y,3.0,1866,0,0,1866,1.0,0.0,2,0,2,1,4,7,7,1,5,Attchd,2008.0,4,3.0,870.0,2,2,2,0,48,0,0,0,0,0,0,NA,0,11,2008,New,336860.0,Train
833,843,2696,903456060,30,RM,60.0,9786,Pave,NA,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,3,2,2,0.0,2,0.0,1007.0,1007.0,GasA,1,N,3.0,1077,0,0,1077,0.0,0.0,1,0,3,1,2,6,7,1,5,Detchd,1922.0,3,1.0,210.0,2,1,1,0,100,48,0,0,0,0,0,NA,0,5,2006,WD ,91000.0,Train
834,845,1562,911370520,120,RM,44.0,3811,Pave,NA,2,HLS,3,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,3,2,PConc,6,4,4,7,1474.0,2,0.0,120.0,1594.0,GasA,4,Y,3.0,1646,0,0,1646,1.0,1.0,2,0,2,1,4,5,7,1,5,Attchd,2004.0,4,2.0,482.0,2,2,2,128,53,0,0,155,0,0,0,NA,0,7,2008,WD ,250000.0,Train
835,846,2426,528228545,120,RL,43.0,3010,Pave,NA,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,3,2,PConc,5,4,3,7,16.0,2,0.0,1232.0,1248.0,GasA,4,Y,3.0,1248,0,0,1248,0.0,0.0,2,0,2,1,3,5,7,0,0,Attchd,2005.0,4,2.0,438.0,2,2,2,108,0,0,0,0,0,0,0,NA,0,3,2006,New,167240.0,Train
836,847,1162,533208140,120,FV,37.0,3435,Pave,Pave,2,Lvl,3,Corner,2,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,5,4,2,7,24.0,2,0.0,1211.0,1235.0,GasA,4,Y,3.0,1245,0,0,1245,0.0,0.0,2,0,1,1,3,5,7,0,0,Attchd,2004.0,3,2.0,495.0,2,2,2,0,100,0,0,0,0,0,0,NA,0,6,2008,WD ,178000.0,Train
837,848,1874,534178010,20,RL,80.0,10800,Pave,NA,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203.0,2,2,CBlock,4,4,2,5,617.0,4,264.0,171.0,1052.0,GasA,2,Y,3.0,1052,0,0,1052,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1963.0,4,1.0,311.0,2,2,2,0,133,0,0,0,0,0,0,NA,0,2,2007,COD,127000.0,Train
838,849,111,534129040,20,RL,5739.613523412071,10456,Pave,NA,2,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,2,2,CBlock,4,4,2,7,506.0,2,0.0,1323.0,1829.0,GasA,3,Y,3.0,1829,0,0,1829,1.0,0.0,2,0,4,1,2,8,7,0,0,Attchd,1967.0,3,2.0,535.0,2,2,2,0,76,0,0,0,0,0,0,NA,0,5,2010,WD ,218500.0,Train
839,850,1207,534277070,20,RL,4652.0313504382575,8475,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,4,4,2,6,228.0,2,0.0,724.0,952.0,GasA,4,Y,2.0,952,0,0,952,0.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1956.0,3,1.0,283.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,4,2008,WD ,135750.0,Train
840,851,140,535152050,20,RL,70.0,8197,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,3,2,PConc,5,4,2,7,1188.0,2,0.0,292.0,1480.0,GasA,4,Y,3.0,1480,0,0,1480,1.0,0.0,2,0,3,1,3,7,7,0,0,Attchd,2003.0,3,2.0,620.0,2,2,2,252,73,0,0,0,0,0,3,Shed,300,2,2010,WD ,214000.0,Train
841,852,545,531382070,20,RL,88.0,10994,Pave,NA,2,Lvl,3,Corner,2,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,3,2,PConc,5,5,2,7,976.0,2,0.0,868.0,1844.0,GasA,4,Y,3.0,1844,0,0,1844,1.0,0.0,2,0,2,1,3,7,7,1,5,Attchd,2005.0,4,2.0,620.0,2,2,2,165,44,0,0,0,0,0,0,NA,0,9,2009,COD,257000.0,Train
842,853,1338,903228040,50,RM,50.0,6000,Pave,NA,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,4,4,2,4,201.0,3,162.0,462.0,825.0,GasA,4,Y,3.0,825,672,0,1497,0.0,0.0,2,0,3,1,2,5,7,0,0,Detchd,2004.0,3,1.0,672.0,2,2,2,272,0,0,0,0,0,0,4,NA,0,5,2008,WD ,157000.0,Train
843,854,2873,910200020,30,RM,50.0,7288,Pave,NA,3,Lvl,3,Inside,2,IDOTRR,Artery,Norm,1Fam,1Story,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,4,3,4,305.0,2,0.0,671.0,976.0,GasA,2,N,3.0,976,0,0,976,1.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1942.0,3,1.0,215.0,2,2,0,160,0,0,0,0,0,0,0,NA,0,8,2006,WD ,102000.0,Train
844,855,924,909277100,30,RL,80.0,13360,Pave,Grvl,2,HLS,3,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,5,4,2,6,713.0,2,0.0,163.0,876.0,GasA,4,Y,3.0,964,0,0,964,1.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1921.0,3,2.0,432.0,2,2,2,0,0,44,0,0,0,0,0,NA,0,8,2009,WD ,163500.0,Train
845,856,844,907180130,20,RL,78.0,10335,Pave,NA,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,3,2,PConc,5,4,4,7,679.0,2,0.0,811.0,1490.0,GasA,4,Y,3.0,1501,0,0,1501,1.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1999.0,3,2.0,577.0,2,2,2,144,29,0,0,0,0,0,0,NA,0,6,2009,WD ,204000.0,Train
846,857,901,908275110,20,RL,70.0,11767,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,2,2,CBlock,4,4,2,4,546.0,2,0.0,604.0,1150.0,GasA,4,Y,3.0,1560,0,0,1560,0.0,0.0,1,0,2,1,2,7,6,1,4,Attchd,1956.0,3,1.0,313.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,5,2009,WD ,103500.0,Train
847,858,2195,909176080,190,RH,60.0,10896,Pave,Pave,3,Bnk,3,Inside,2,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,1,2,CBlock,4,3,2,3,256.0,2,0.0,1184.0,1440.0,GasA,4,Y,2.0,1440,1440,515,3395,0.0,0.0,2,0,8,2,1,14,7,0,0,NA,1980.0,0,0.0,0.0,0,0,0,0,110,0,0,0,0,0,0,NA,0,3,2007,WD ,200000.0,Train
848,859,2081,905475270,20,RL,60.0,5400,Pave,NA,3,HLS,3,Inside,2,SWISU,Norm,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,4,2,4,453.0,2,0.0,411.0,864.0,GasA,2,Y,3.0,864,0,0,864,0.0,1.0,1,0,3,1,2,6,7,0,0,Attchd,1958.0,3,1.0,399.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,5,2007,WD ,118000.0,Train
849,860,2774,907175030,20,RL,70.0,9100,Pave,NA,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244.0,3,2,PConc,5,4,3,7,1400.0,2,0.0,125.0,1525.0,GasA,4,Y,3.0,1525,0,0,1525,1.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,2000.0,3,2.0,541.0,2,2,2,219,36,0,0,0,0,0,0,NA,0,9,2006,WD ,235000.0,Train
850,861,2573,535151130,90,RL,70.0,7728,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,2,2,CBlock,4,4,3,6,803.0,2,0.0,303.0,1106.0,GasA,2,Y,3.0,1190,0,0,1190,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1962.0,3,2.0,540.0,2,2,2,0,18,0,0,0,0,0,2,NA,0,5,2006,WD ,132500.0,Train
851,862,1793,528445070,60,RL,75.0,8778,Pave,NA,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,2,0.0,2,0.0,1302.0,1302.0,GasA,4,Y,3.0,1302,528,0,1830,0.0,0.0,2,1,3,1,3,7,7,0,0,BuiltIn,2006.0,3,3.0,859.0,2,2,2,0,40,0,0,0,0,0,0,NA,0,3,2007,WD ,221300.0,Train
852,863,882,907414020,20,RL,63.0,8487,Pave,NA,3,Lvl,3,FR2,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,3,2,PConc,5,4,3,7,20.0,2,0.0,1480.0,1500.0,GasA,4,Y,3.0,1500,0,0,1500,0.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,2004.0,3,2.0,570.0,2,2,2,192,36,0,0,0,0,0,0,NA,0,8,2009,WD ,190000.0,Train
853,864,2791,907252050,60,RL,5450.836025691614,9930,Pave,NA,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,199.0,3,2,PConc,5,4,2,7,456.0,2,0.0,370.0,826.0,GasA,4,Y,3.0,878,884,0,1762,0.0,0.0,2,1,3,1,3,6,7,0,0,Attchd,2002.0,4,2.0,591.0,2,2,2,320,54,0,0,0,0,0,0,NA,0,7,2006,WD ,222000.0,Train
854,865,297,909428280,20,RL,100.0,17500,Pave,NA,3,Lvl,3,Inside,2,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,None,0.0,3,3,PConc,5,4,3,7,1406.0,2,0.0,496.0,1902.0,GasA,2,Y,3.0,1902,0,0,1902,1.0,0.0,2,0,3,1,4,7,7,2,4,Attchd,1959.0,4,2.0,567.0,2,2,2,0,207,162,0,0,0,0,0,NA,0,5,2010,WD ,335000.0,Train
855,866,509,528431070,20,RL,78.0,10206,Pave,NA,3,Lvl,3,Inside,2,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294.0,3,2,PConc,5,4,2,2,0.0,2,0.0,1614.0,1614.0,GasA,4,Y,3.0,1658,0,0,1658,0.0,0.0,2,1,3,1,3,7,7,1,5,Attchd,2008.0,4,3.0,726.0,2,2,2,144,44,0,0,0,0,0,0,NA,0,9,2009,WD ,257500.0,Train
856,867,1115,528429080,20,RL,75.0,14587,Pave,NA,2,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,3,2,PConc,5,4,2,2,0.0,2,0.0,1498.0,1498.0,GasA,4,Y,3.0,1506,0,0,1506,0.0,0.0,2,0,2,1,4,6,7,1,5,Attchd,2008.0,4,2.0,592.0,2,2,2,0,174,0,0,0,0,0,0,NA,0,8,2008,New,264132.0,Train
857,868,773,905105190,20,RL,65.0,7800,Pave,NA,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,2,2,PConc,4,4,2,6,450.0,2,0.0,414.0,864.0,GasA,4,Y,3.0,899,0,0,899,0.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1967.0,4,1.0,288.0,2,2,2,64,0,0,0,0,0,0,3,NA,0,6,2009,WD ,130000.0,Train
858,869,732,903202170,70,RL,50.0,4960,Pave,NA,3,Lvl,3,Inside,2,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,4,4,2,2,0.0,2,0.0,297.0,297.0,GasA,4,Y,3.0,1001,653,0,1654,0.0,0.0,2,0,3,1,2,7,7,1,5,Detchd,1955.0,3,1.0,336.0,2,2,0,244,60,0,0,0,0,0,0,NA,0,5,2009,WD ,137000.0,Train
859,870,1552,910206110,30,RM,60.0,7392,Pave,NA,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,520.0,520.0,GasA,2,Y,2.0,912,0,0,912,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1934.0,3,1.0,360.0,2,2,2,0,90,0,0,0,0,0,0,NA,0,5,2008,WD ,99500.0,Train
860,871,226,905107110,90,RL,4075.0253616470013,7424,Pave,NA,2,Lvl,3,Inside,2,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,5,4,3,7,1319.0,2,0.0,0.0,1319.0,GasA,2,Y,3.0,1373,0,0,1373,1.0,0.0,1,0,3,1,2,5,7,2,4,Attchd,1978.0,4,2.0,591.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,5,2010,WD ,160250.0,Train
861,872,2830,908188120,160,RM,24.0,2522,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,3,2,PConc,5,4,2,2,0.0,2,0.0,970.0,970.0,GasA,4,Y,3.0,970,739,0,1709,0.0,0.0,2,0,3,1,3,7,3,0,0,Detchd,2004.0,3,2.0,380.0,2,2,2,0,40,0,0,0,0,0,0,NA,0,5,2006,WD ,130000.0,Train
862,873,2238,910202030,30,RM,46.0,3672,Pave,NA,3,Lvl,3,Inside,2,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,Stucco,Stucco,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,816.0,816.0,GasA,4,Y,3.0,816,0,0,816,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1922.0,3,1.0,100.0,1,1,0,0,0,96,0,0,0,0,0,NA,0,9,2007,WD ,75200.0,Train
863,874,982,923252075,80,RL,62.0,7706,Pave,NA,3,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1993,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,5,4,3,4,114.0,7,270.0,0.0,384.0,GasA,4,Y,3.0,1091,0,0,1091,0.0,1.0,1,0,2,1,2,5,7,0,0,Attchd,1993.0,4,1.0,429.0,2,2,2,280,0,0,0,0,0,0,0,Shed,700,8,2009,WD ,131250.0,Train
864,875,1265,535426350,20,RL,7097.306968017948,12929,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276.0,2,2,CBlock,4,4,4,7,697.0,2,0.0,384.0,1081.0,GasA,2,Y,3.0,1081,0,0,1081,1.0,0.0,1,0,3,1,2,5,7,0,0,CarPort,1960.0,3,1.0,401.0,2,2,2,36,82,0,0,0,0,0,0,NA,0,6,2008,WD ,148000.0,Train
865,876,559,532376070,20,RL,5113.745942801194,9316,Pave,NA,2,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,Plywood,None,0.0,2,2,CBlock,4,4,2,4,544.0,2,0.0,480.0,1024.0,GasA,3,Y,3.0,1020,0,0,1020,0.0,0.0,2,0,3,1,2,5,7,0,0,Attchd,1965.0,3,1.0,288.0,2,2,2,171,0,0,0,0,0,0,3,NA,0,5,2009,Oth,124100.0,Train
866,877,1203,534252090,85,RL,6654.258601743406,12122,Pave,NA,2,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,SFoyer,7,9,1961,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,4,2,CBlock,4,4,3,6,867.0,2,0.0,77.0,944.0,GasA,3,Y,3.0,999,0,0,999,1.0,0.0,1,0,3,1,4,6,7,0,0,Attchd,1961.0,3,2.0,588.0,2,2,2,144,76,0,0,0,0,0,0,NA,0,7,2008,WD ,178400.0,Train
867,878,2083,905476160,90,RL,42.0,7711,Pave,NA,2,Lvl,3,Inside,2,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,5,4,4,7,1440.0,2,0.0,0.0,1440.0,GasA,2,Y,3.0,1440,0,0,1440,2.0,0.0,2,0,4,2,2,8,7,0,0,NA,1980.0,0,0.0,0.0,0,0,0,321,0,0,0,0,0,0,0,NA,0,8,2007,Oth,150000.0,Train
868,879,2130,907187060,60,RL,43.0,12352,Pave,NA,1,Lvl,3,CulDSac,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,3,2,PConc,5,4,2,7,638.0,2,0.0,215.0,853.0,GasA,4,Y,3.0,853,900,0,1753,1.0,0.0,2,1,3,1,2,7,7,1,3,Attchd,1998.0,3,2.0,534.0,2,2,2,0,74,0,0,0,0,0,0,NA,0,3,2007,WD ,217000.0,Train
869,880,2455,528429060,60,RL,75.0,12447,Pave,NA,2,Lvl,3,Inside,2,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192.0,3,2,PConc,5,5,2,2,0.0,2,0.0,1100.0,1100.0,GasA,4,Y,3.0,1116,848,0,1964,0.0,0.0,2,1,3,1,3,8,7,1,5,BuiltIn,2005.0,4,2.0,760.0,2,2,2,200,70,0,0,0,0,0,0,NA,0,1,2006,New,252000.0,Train
870,881,535,531363030,20,RL,63.0,7500,Pave,NA,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,5,2,7,54.0,2,0.0,1087.0,1141.0,GasA,4,Y,3.0,1141,0,0,1141,1.0,0.0,1,1,3,1,3,6,7,0,0,Detchd,2006.0,3,2.0,484.0,2,2,2,182,0,0,0,0,0,0,0,NA,0,6,2009,WD ,152000.0,Train
871,882,2019,903233140,45,RM,51.0,6120,Pave,NA,3,Lvl,3,Corner,2,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,832.0,832.0,GasA,4,Y,2.0,854,0,0,854,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1991.0,3,2.0,576.0,2,2,2,48,112,0,0,0,0,0,4,NA,0,7,2007,WD ,132000.0,Train
872,883,2655,902206090,50,RM,56.0,9576,Pave,NA,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,4,2,4,310.0,2,0.0,460.0,770.0,GasA,2,Y,3.0,885,297,0,1182,0.0,0.0,1,1,3,1,2,5,7,0,0,Detchd,1945.0,3,1.0,378.0,1,2,2,0,0,0,0,0,0,0,2,NA,0,5,2006,WD ,120000.0,Train
873,884,2391,528120140,60,RL,82.0,9942,Pave,NA,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385.0,4,2,PConc,6,5,3,7,1290.0,2,0.0,316.0,1606.0,GasA,4,Y,3.0,1625,466,0,2091,1.0,0.0,2,1,3,1,4,8,7,1,5,Attchd,2005.0,3,2.0,521.0,2,2,2,194,84,0,0,0,0,0,0,NA,0,5,2006,New,338500.0,Train
874,885,154,535325400,30,RL,65.0,7898,Pave,NA,3,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,576.0,576.0,GasA,3,Y,3.0,985,0,0,985,0.0,1.0,1,0,2,1,2,4,7,0,0,Detchd,1989.0,3,2.0,676.0,2,2,0,0,0,0,0,0,0,0,0,NA,0,4,2010,WD ,105000.0,Train
875,886,999,527107210,60,RL,57.0,21872,Pave,NA,1,HLS,3,FR2,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,5,4,4,7,604.0,2,0.0,125.0,729.0,GasA,4,Y,3.0,729,717,0,1446,0.0,1.0,2,1,3,1,2,6,7,1,4,Attchd,1996.0,3,2.0,406.0,2,2,2,264,22,0,0,0,0,0,0,NA,0,8,2008,WD ,175000.0,Train
876,887,1400,905352030,60,RL,83.0,10005,Pave,NA,3,Lvl,3,Inside,2,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,2,2,CBlock,5,4,2,5,392.0,2,0.0,768.0,1160.0,GasA,4,Y,3.0,1156,866,0,2022,0.0,0.0,2,1,4,1,2,8,7,1,4,Attchd,1977.0,4,2.0,505.0,2,2,2,288,117,0,0,0,0,0,0,NA,0,3,2008,WD ,192000.0,Train
877,888,2807,907401080,60,RL,41.0,12393,Pave,NA,1,Lvl,3,FR2,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,2,0.0,2,0.0,847.0,847.0,GasA,4,Y,3.0,847,1101,0,1948,0.0,0.0,2,1,4,1,3,8,7,1,5,BuiltIn,2004.0,4,2.0,434.0,2,2,2,100,48,0,0,0,0,0,0,NA,0,9,2006,WD ,195000.0,Train
878,889,516,528456220,60,FV,75.0,9000,Pave,NA,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,2,0.0,2,0.0,768.0,768.0,GasA,4,Y,3.0,786,804,0,1590,0.0,0.0,2,1,3,1,3,6,7,0,0,Attchd,2008.0,3,2.0,676.0,2,2,2,0,30,0,0,0,0,0,0,NA,0,6,2009,WD ,210000.0,Train
879,890,1753,528250070,60,RL,63.0,7875,Pave,NA,3,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,3,2,PConc,5,4,2,2,0.0,2,0.0,847.0,847.0,GasA,4,Y,3.0,847,1101,0,1948,0.0,0.0,2,1,4,1,3,8,7,1,5,BuiltIn,2003.0,4,2.0,434.0,2,2,2,0,48,0,0,0,0,0,0,NA,0,7,2007,WD ,211000.0,Train
880,891,734,903226130,50,RM,50.0,6000,Pave,NA,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4,4,2,5,672.0,2,0.0,0.0,672.0,GasA,2,Y,3.0,757,567,0,1324,0.0,0.0,1,0,3,1,2,6,7,0,0,Detchd,1936.0,3,1.0,240.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,7,2009,WD ,128000.0,Train
881,892,1209,534400060,20,RL,100.0,10175,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,2,2,CBlock,4,4,2,5,490.0,2,0.0,935.0,1425.0,GasA,3,Y,3.0,1425,0,0,1425,0.0,0.0,2,0,3,1,2,7,7,1,5,Attchd,1964.0,3,2.0,576.0,2,2,2,0,0,0,407,0,0,0,0,NA,0,7,2008,WD ,180500.0,Train
882,893,1994,902302150,190,RM,85.0,13600,Pave,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,662.0,662.0,GasA,2,N,3.0,1422,915,0,2337,0.0,0.0,2,0,5,2,2,10,5,0,0,Detchd,1945.0,3,2.0,560.0,2,2,2,0,57,0,0,0,0,0,0,NA,0,9,2007,WD ,90000.0,Train
883,894,1901,534431020,45,RL,85.0,12172,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1940,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,2,2,PConc,4,4,2,3,130.0,4,259.0,433.0,822.0,GasA,2,Y,3.0,908,0,0,908,0.0,0.0,1,0,2,1,2,4,7,0,0,Attchd,1975.0,3,2.0,512.0,2,2,2,284,24,0,0,192,0,0,3,NA,0,10,2007,WD ,138500.0,Train
